antibiotic,auroc,f1,split,order_name,hamming_loss,jaccard_score,all_zero_frac,seed
Ciprofloxacin,0.7663755458515283,0.3958333333333333,random_seed9,misseeded_oxacillin,0.14896810506566605,0.5635866166353971,0.1294559099437148,9
Ciprofloxacin,0.7633988355167395,0.43349753694581283,random_seed9,misseeded_ciprofloxacin,0.14709193245778612,0.5635866166353971,0.1303939962476548,9
Erythromycin,0.7009205856255546,0.1477832512315271,random_seed9,misseeded_ciprofloxacin,0.14709193245778612,0.5635866166353971,0.1303939962476548,9
Clindamycin,0.5877630822311674,0.1625,random_seed9,misseeded_ciprofloxacin,0.14709193245778612,0.5635866166353971,0.1303939962476548,9
Oxacillin,0.8954724356743153,0.6744868035190615,random_seed9,misseeded_ciprofloxacin,0.14709193245778612,0.5635866166353971,0.1303939962476548,9
Penicillin,0.7689379908134539,0.8539848749272833,random_seed9,misseeded_ciprofloxacin,0.14709193245778612,0.5635866166353971,0.1303939962476548,9
Ciprofloxacin,0.7633988355167395,0.43349753694581283,random_seed9,misseeded_cipro_pen2,0.149718574108818,0.5731863664790494,0.0975609756097561,9
Penicillin,0.7590152244777004,0.8512820512820513,random_seed9,misseeded_cipro_pen2,0.149718574108818,0.5731863664790494,0.0975609756097561,9
Erythromycin,0.6974329586907226,0.13930348258706468,random_seed9,misseeded_cipro_pen2,0.149718574108818,0.5731863664790494,0.0975609756097561,9
Clindamycin,0.581046578493387,0.1518987341772152,random_seed9,misseeded_cipro_pen2,0.149718574108818,0.5731863664790494,0.0975609756097561,9
Oxacillin,0.8819299044151115,0.6778711484593838,random_seed9,misseeded_cipro_pen2,0.149718574108818,0.5731863664790494,0.0975609756097561,9
